Datetime,Tweet Id,Coordinates,Place,Tweet Retweet Count,Tweet Reply Count,Tweet LikeCount,Text,Username
2018-10-30 20:28:27+00:00,1057368657754554369,,,4,0,0,Vintage Towle Georgian Style Silverplate Water Carafe #Pitcher #Towle #Vintage #Georgian https://t.co/BLxj4fpjOX,findsfromyester
2018-10-30 20:27:14+00:00,1057368350504955904,,,3,0,2,Antique Sterling Berry Spoon &amp; Fork https://t.co/J9BA7rQMvx #Silver #Collectible #Spoon #Vintage #Antique,findsfromyester
2018-10-30 20:24:34+00:00,1057367678724255746,,,1,0,0,Rare Art Deco Seville Pierrot Candelabra https://t.co/BQboe0HWs4 #Candelabra#Artdeco #Pierrot,findsfromyester
2018-10-30 20:23:23+00:00,1057367380517683205,,,1,0,1,Bryce Apollo Cerulean Crystal Water Glass Set of 6 #Bryce #Apollo #Crystal #cerulean https://t.co/5L87F2qfUP,findsfromyester
2018-10-30 16:00:05+00:00,1057301121486733313,,,1,0,0,Lefton Vintage Brass Reindeer &amp; Sleigh https://t.co/s7w9ivzqlK #Vintage #Christmas #Hoiday #Decor,findsfromyester
2018-10-30 15:59:19+00:00,1057300926040625152,,,0,0,0,Vintage Lenox Hardboard Placemat Set of 4 NIP #Lenox #Christmas #Holiday #gift https://t.co/B3dwcjFcYG,findsfromyester
2018-10-30 15:58:10+00:00,1057300636482592768,,,0,0,0,Vintage Lenox Holiday Round Napkin Ring Set of 6 #Christmas #Napkin #Holiday #https://findsfromyesteryear.com/products/vintage-lenox-holiday-napkin-rings-lenox-holiday-napkin-ring-set-of-6-lenox-holiday-dimension-round-napkin-ring-set-lenox-holiday-rings-7940,findsfromyester
2018-10-30 15:56:58+00:00,1057300338162700288,,,1,0,0,Vintage 20-Piece Lenox Holiday China Set https://t.co/2POoR9MNmK #Christmas #Lenox #Holiday #Gift,findsfromyester
2018-10-30 15:56:09+00:00,1057300128778858496,,,2,0,0,Gonder J-61 Vase https://t.co/qM0v9Q4azS Vintage #Gonder #Vase,findsfromyester
2018-10-30 15:55:21+00:00,1057299930119847936,,,1,0,0,"Royal Copley Deer Planter, Fawn Vase https://t.co/uW3Rnwes74 Vintage #Copley #Decor",findsfromyester
2018-10-30 15:54:12+00:00,1057299640427692032,,,2,0,1,Round Metlox Poppytrail Homestead Provincial Rooster Covered Casserole https://t.co/LgfTg5d4Yp,findsfromyester
2018-10-30 15:54:01+00:00,1057299594814676994,,,0,0,0,Round Metlox Poppytrail Homestead Provincial Rooster Covered Casserole Metlox #Countrykitchen#Vintagehttps://findsfromyesteryear.com/products/round-chicken-covered-casserole-metlox-poppytrail-homestead-provincial-collectible-california-mid-century-pottery-excellent-condition-2350,findsfromyester
2018-10-30 15:53:05+00:00,1057299359266684929,,,2,1,1,Rare Niloak Pottery Speas Vinagar Jar https://t.co/2a7en64WIL Niloak #Speas #Vinegar #farmhouse #Vintage,findsfromyester
2018-10-30 15:01:35+00:00,1057286397189595136,"Coordinates(longitude=-97.187543, latitude=33.1289384)","Place(fullName='Denton, TX', name='Denton', type='city', country='United States', countryCode='US')",0,0,0,Vintage Solid Brass Tassel Bookends https://t.co/WLecZoyFKJ,findsfromyester
2018-10-30 11:58:07+00:00,1057240229696978944,,,3,0,1,Vintage Hanging Wooden Watch Wall Clock https://t.co/bwJnuU6gKj #Vintage #Wallclock #Clock,findsfromyester
2018-10-30 11:57:16+00:00,1057240012742410240,,,1,0,0,Vintage Rolling Industrial Mechanic Stool https://t.co/xC0OwOphP1 #Vintage #Stool #Metal #Industrial,findsfromyester
2018-10-30 11:56:12+00:00,1057239743405142016,,,2,0,1,Vintage Lampcrafts Sail Boat Lamp https://t.co/sFYcakcMly #Vintage #Lamp #Lampcrafts,findsfromyester
2018-10-30 11:55:19+00:00,1057239524936441856,,,0,0,0,Vintage Art Deco Windup Desk or Mantel Clock https://t.co/ulxxQxnbCN #Vintage #Clock #Artdeco,findsfromyester
2018-10-30 11:54:16+00:00,1057239256916213761,,,0,0,0,"Mid Century Modern Culver Chantilly Caddy, Ice Bucket &amp; Highball Set  #Vintage #Culver #Midcentury https://t.co/6qqnAuxr6d",findsfromyester
2018-10-30 11:52:44+00:00,1057238872999059456,,,0,0,0,Vintage Waterford Lismore Chrystal Water Glass Set of 4 #Waterford #Vintage  https://t.co/HYu1thFafu,findsfromyester
2018-10-30 11:51:46+00:00,1057238631151267840,,,0,0,0,Bryce Apollo Cerulean Crystal Water Glass Set of 6 #Bryce #Glases #Wedding #Gift https://t.co/5L87F2qfUP,findsfromyester
2018-10-30 11:50:28+00:00,1057238300807835648,,,0,0,0,Lefton Vintage Brass Reindeer &amp; Sleigh https://t.co/s7w9ivzqlK Holiday #Christmas #Holiday #Decor,findsfromyester
2018-10-30 11:49:22+00:00,1057238024671633408,,,6,0,1,Vintage Lenox Hardboard Placemat Set of 4 NIP #Christmas #Lenox #Holiday https://t.co/B3dwcjFcYG,findsfromyester
2018-10-30 11:48:30+00:00,1057237808052617217,,,0,0,0,Vintage Lenox Holiday Round Napkin Ring Set of 6 #Christmas #Holiday #Lenox  https://t.co/2902jUwxVZ,findsfromyester
2018-10-30 11:47:26+00:00,1057237539852115968,,,0,0,0,Vintage 20-Piece Lenox Holiday China Set https://t.co/2POoR9MNmK #Christmas #Lenox #Holiday #dinner #Party,findsfromyester
2018-10-30 11:46:16+00:00,1057237245835522048,,,0,0,0,Vintage Butter Churn Cookie Jar https://t.co/dTxjeNsVrH,findsfromyester
2018-10-29 13:46:42+00:00,1056905164584562689,,,2,0,0,Vintage Butter Churn Cookie Jar https://t.co/dTxjeNsVrH #ABCO $Cookiejar Kitchen,findsfromyester
2018-10-29 13:45:38+00:00,1056904899034787840,,,2,0,0,Antique French Yellow Table Linens https://t.co/Wdfzv4GLOB #Antique #French #linen,findsfromyester
2018-10-29 13:44:24+00:00,1056904585359581184,,,0,0,0,Antique French Yellow Table Linens https://t.co/Wdfzv4GLOB,findsfromyester
2018-10-29 13:43:56+00:00,1056904467533193217,,,0,0,0,Vintage Coalport Allegro Espresso Set of 6 https://t.co/6IA3qV23m1 #Coalport #Expresso #Demitasse,findsfromyester
2018-10-29 13:42:49+00:00,1056904189517946881,,,0,0,0,Villeroy &amp; Boch Summer Day 3-Piece Place Settings for 6 #Villeroy&amp;Boch#Summerday #Dinnerware #Bride #Gift https://t.co/sUlMBj1qb7,findsfromyester
2018-10-29 13:41:22+00:00,1056903824168894466,,,0,0,0,"Versace Rosenthal Medusa Blue 8"" Tray https://t.co/a8m1Wjp9yJ #Versace #Rosenthal #Decor #Wedding #Gift #Christmas",findsfromyester
2018-10-29 13:39:49+00:00,1056903431355539456,,,0,0,0,"Versace Rosenthal Medusa Blue 8"" Tray https://t.co/a8m1Wjp9yJ",findsfromyester
2018-10-29 13:39:31+00:00,1056903356952834048,,,0,0,0,Mid Century Modern Danish China Set https://t.co/gdPxhgS5QX #MidcenturyMordern Danish #china #Bride #Wedding,findsfromyester
