Datetime,Tweet Id,UserID,Coordinates,Place,Tweet Retweet Count,Tweet Reply Count,Tweet LikeCount,Text,Username
2022-07-30 21:37:18+00:00,1553494973416443904,https://twitter.com/JasonAnosky,,,0,0,1,@Daluchukwuuu Guy don’t listen to noise his quality is there for all to see,JasonAnosky
2022-07-27 02:04:16+00:00,1552112604092432384,https://twitter.com/JasonAnosky,,,0,0,1,@jayjayezugo We hope🙏🏾,JasonAnosky
2022-07-26 12:31:32+00:00,1551908074948001794,https://twitter.com/JasonAnosky,,,0,0,0,@obi_udII Bro I thought everyone had forgotten about this movie,JasonAnosky
2022-07-26 00:18:53+00:00,1551723694569000960,https://twitter.com/JasonAnosky,,,0,1,0,@Chuka_emordi @SaveMyVideo,JasonAnosky
2022-07-25 21:04:13+00:00,1551674707384143873,https://twitter.com/JasonAnosky,,,0,0,1,@chiiamahkah Rest 😂😂😂,JasonAnosky
2022-07-25 17:24:20+00:00,1551619369972764673,https://twitter.com/JasonAnosky,,,0,0,1,@chiiamahkah God help us,JasonAnosky
2022-07-24 21:21:42+00:00,1551316716919070720,https://twitter.com/JasonAnosky,,,0,0,0,@stephanyyxox Why would you say that 😂😂😂😂😂😂😭,JasonAnosky
2022-07-24 02:39:00+00:00,1551034181714575360,https://twitter.com/JasonAnosky,,,0,0,0,@theofficialred_ Like bro fr if not then I’m watching Serie A,JasonAnosky
2022-07-24 02:01:50+00:00,1551024826902618114,https://twitter.com/JasonAnosky,,,0,0,0,Congrats to Arsenal 🙏🏾❤️,JasonAnosky
2022-07-21 21:52:41+00:00,1550237351263277058,https://twitter.com/JasonAnosky,,,0,0,0,@chiderrraaa They even help them sef,JasonAnosky
2022-07-21 20:47:34+00:00,1550220966759997448,https://twitter.com/JasonAnosky,,,0,0,1,@chiiamahkah Factos😂,JasonAnosky
2022-07-21 19:53:05+00:00,1550207255534075908,https://twitter.com/JasonAnosky,,,0,1,0,@chiiamahkah Hmmm okay ohhh it’s another player now y’all will be making compilations but since it’s Nunez it’s bullying?,JasonAnosky
2022-07-21 18:31:27+00:00,1550186710977466373,https://twitter.com/JasonAnosky,,,0,1,0,@theofficialred_ Flick is a great shout,JasonAnosky
2022-07-21 17:37:42+00:00,1550173183155884035,https://twitter.com/JasonAnosky,,,0,0,0,"@OneMotolani One more forward ? Why tho Jota , Diaz , Firmino , Nunez , Salah are enough to be fair",JasonAnosky
2022-07-21 02:31:10+00:00,1549945046765551616,https://twitter.com/JasonAnosky,,,0,0,0,Another penalty shootout 😭😭,JasonAnosky
2022-07-21 02:23:33+00:00,1549943128479653889,https://twitter.com/JasonAnosky,,,0,0,0,Na “Little Miss” full ground now,JasonAnosky
2022-07-20 21:12:38+00:00,1549864886536126466,https://twitter.com/JasonAnosky,,,0,0,0,@Noraissabae_ https://t.co/DnxvKUZJAP,JasonAnosky
2022-07-20 07:15:31+00:00,1549654220311130112,https://twitter.com/JasonAnosky,,,0,0,0,@OneMotolani Bartomeu dug them into a very deep hole I hope all these signings won’t make it worse,JasonAnosky
2022-07-19 16:00:15+00:00,1549423882657988608,https://twitter.com/JasonAnosky,,,0,1,0,@chiiamahkah Haewwwww,JasonAnosky
2022-07-19 10:18:27+00:00,1549337865754230786,https://twitter.com/JasonAnosky,,,0,0,0,@vict0ny Jolene,JasonAnosky
2022-07-17 12:44:14+00:00,1548649780724862977,https://twitter.com/JasonAnosky,,,0,0,0,@odum_dubem Barcelona and Real will always be a top destination for players . This same guy played in Prem and it didn’t work out,JasonAnosky
2022-07-16 18:51:49+00:00,1548379898493906945,https://twitter.com/JasonAnosky,,,0,0,0,@Noraissabae_ Hmmmmm,JasonAnosky
2022-07-16 17:22:57+00:00,1548357532636172292,https://twitter.com/JasonAnosky,,,0,1,1,@Noraissabae_ At least you are having fun 🙏🏾,JasonAnosky
2022-07-16 16:27:33+00:00,1548343590488719366,https://twitter.com/JasonAnosky,,,0,0,0,Now this is how you make a presentation video 🔥 https://t.co/sp0KUwShgj,JasonAnosky
2022-07-15 23:44:56+00:00,1548091275013853186,https://twitter.com/JasonAnosky,,,0,0,1,@chiiamahkah I think September,JasonAnosky
2022-07-15 23:18:18+00:00,1548084569705816064,https://twitter.com/JasonAnosky,,,0,1,0,@chiiamahkah The new Lord of The Rings series😂,JasonAnosky
2022-07-15 23:17:29+00:00,1548084367653670915,https://twitter.com/JasonAnosky,,,0,2,0,@chiiamahkah What of Rings Of Power,JasonAnosky
2022-07-15 23:14:22+00:00,1548083582224060416,https://twitter.com/JasonAnosky,,,0,3,1,@chiiamahkah Omo are you ready for House Of Dragons,JasonAnosky
2022-07-15 08:47:05+00:00,1547865321049972738,https://twitter.com/JasonAnosky,,,0,0,0,@ajijiafan_ 🙏🏾Thanks Bro,JasonAnosky
2022-07-15 08:45:49+00:00,1547865004770074624,https://twitter.com/JasonAnosky,,,0,0,0,@AbsoluteChelsea Levi Colwill,JasonAnosky
2022-07-15 08:19:05+00:00,1547858275986640896,https://twitter.com/JasonAnosky,,,0,1,0,@ExcelJoab No episode this week 😭🤧,JasonAnosky
2022-07-14 11:24:16+00:00,1547542493243314176,https://twitter.com/JasonAnosky,,,0,3,0,@theofficialred_ Like bro we have academy graduates better than this lot,JasonAnosky
2022-07-14 09:45:05+00:00,1547517529358094338,https://twitter.com/JasonAnosky,,,0,0,0,@Daluchukwuuu @chiiamahkah The guy couldn’t help himself,JasonAnosky
2022-07-13 16:23:35+00:00,1547255430082330625,https://twitter.com/JasonAnosky,,,0,1,1,@chiiamahkah Alternative name bag man / numbers boy,JasonAnosky
2022-07-13 16:10:04+00:00,1547252027402715137,https://twitter.com/JasonAnosky,,,0,2,2,"@chiiamahkah Don’t waste your time abeg , I wonder what form of service he is expecting from a criminal",JasonAnosky
2022-07-12 09:10:24+00:00,1546784025410412549,https://twitter.com/JasonAnosky,,,0,1,1,@chiiamahkah I’ve been shouting about this song sinceeeeee,JasonAnosky
2022-07-12 04:49:23+00:00,1546718340957233152,https://twitter.com/JasonAnosky,,,0,0,0,Funny thing I was thinking about a Nigerian artist doing remix and the universe came through 🙏🏾🙏🏾 https://t.co/xfIUGI7h2e,JasonAnosky
2022-07-12 04:47:09+00:00,1546717779222564864,https://twitter.com/JasonAnosky,,,0,0,0,@iktheOnlyGF Blame MM and co,JasonAnosky
2022-07-11 19:18:35+00:00,1546574693901012993,https://twitter.com/JasonAnosky,,,0,0,0,🙏🏾 https://t.co/bAWnRPc5Lt,JasonAnosky
2022-07-11 16:26:03+00:00,1546531272482103297,https://twitter.com/JasonAnosky,,,0,0,0,@onyekweretoby Sad thing is that Wiz won’t even respond,JasonAnosky
2022-07-10 23:15:09+00:00,1546271840791777282,https://twitter.com/JasonAnosky,,,0,1,0,@chiiamahkah When Thanos broke it nko,JasonAnosky
2022-07-10 22:30:46+00:00,1546260669367889921,https://twitter.com/JasonAnosky,,,0,1,1,@chiiamahkah Are you sure about that ?,JasonAnosky
2022-07-10 11:48:22+00:00,1546099004144066560,https://twitter.com/JasonAnosky,,,0,0,0,@odum_dubem @zikora_o It was ok don’t expect too much sha,JasonAnosky
2022-07-10 07:23:07+00:00,1546032250604572674,https://twitter.com/JasonAnosky,,,0,0,0,@Desido5 What was thier reason,JasonAnosky
2022-07-09 20:21:57+00:00,1545865866247606275,https://twitter.com/JasonAnosky,,,0,0,0,@ajuyahmisan Use this one and hold body small https://t.co/MYuBkhKmu1,JasonAnosky
2022-07-09 09:18:05+00:00,1545698795576492032,https://twitter.com/JasonAnosky,,,0,0,0,@nnadiugo I’m sure there will come a time Butcher  will regret it,JasonAnosky
2022-07-09 09:13:58+00:00,1545697759076012032,https://twitter.com/JasonAnosky,,,0,0,0,@nnadiugo Everyone in the Justice League has either lost their dad or is an orphan all together,JasonAnosky
2022-07-09 09:13:22+00:00,1545697609582579712,https://twitter.com/JasonAnosky,,,0,1,0,@nnadiugo What’s pissing me off is that Homelander could have died if everyone wasn’t so distracted,JasonAnosky
2022-07-08 15:04:32+00:00,1545423595509125122,https://twitter.com/JasonAnosky,,,0,0,1,@chiiamahkah Likeeeee it’s never that serious,JasonAnosky
2022-07-08 08:35:38+00:00,1545325727792480256,https://twitter.com/JasonAnosky,,,0,0,1,You see that Ryan’s smile at the end ? We are finished 😭,JasonAnosky
2022-07-08 07:37:24+00:00,1545311069282918400,https://twitter.com/JasonAnosky,,,0,1,0,@nnadiugo You are also describing the Justice League 😭😭😭,JasonAnosky
