Datetime,Tweet Id,Coordinates,Place,Tweet Retweet Count,Tweet Reply Count,Tweet LikeCount,Text,Username
2018-10-05 00:23:55+00:00,1048005828647800833,,,0,0,0,@Caio_CFernandes @LuanMuller96 @CaiioFr @LucasLaranja_ @jvfilgueiras HAHAHAHAH,baboquarto2
2018-10-03 19:59:39+00:00,1047576935902195717,,,0,0,0,@brookhaven what happened???,baboquarto2
2018-10-02 15:42:33+00:00,1047149848590467072,,,0,0,0,@causrafael kkkkkkkkkkk,baboquarto2
2018-09-16 01:58:03+00:00,1041144150798860288,,,0,0,0,who knows,baboquarto2
2018-09-16 01:57:59+00:00,1041144134776578053,,,0,0,0,mas ainda sao 9pm,baboquarto2
2018-09-16 01:57:52+00:00,1041144103222894592,,,0,0,1,queria estar bebado,baboquarto2
2018-09-12 01:10:48+00:00,1039682708203610113,,,0,0,1,ja to ansioso p novo iphonee,baboquarto2
2018-09-06 03:15:07+00:00,1037539664259960832,,,0,0,0,@teus_lfg @Italorsss 👌🏼,baboquarto2
2018-09-05 22:51:12+00:00,1037473247175094277,,,0,0,1,@teus_lfg cadê meu copo fdm,baboquarto2
2018-08-30 23:43:04+00:00,1035311975662854144,,,0,0,0,@Romarinho__11 @IKEE_ HAHAHAHAJAJA,baboquarto2
2018-08-23 13:40:55+00:00,1032623724913152003,,,0,0,0,@peeedropm kkkkkkkk,baboquarto2
2018-08-23 13:40:47+00:00,1032623688246599681,,,0,1,1,@IKEE_ chipotle!!!,baboquarto2
2018-08-23 13:40:34+00:00,1032623636547551234,,,0,0,0,@_EdFerrari ta foda kkkkk,baboquarto2
2018-08-22 13:10:08+00:00,1032253587756408832,,,0,2,2,to ficando com barriga,baboquarto2
2018-08-22 13:09:47+00:00,1032253501513052160,,,0,1,1,"morar sozinho é foda, fast-food todo dia kkkkk",baboquarto2
2018-08-21 03:06:10+00:00,1031739205767061504,,,0,0,7,será que to mimando meu cachorro https://t.co/VaWvZwaSKr,baboquarto2
2018-08-07 02:11:38+00:00,1026652053614063616,,,0,0,2,"mt bom, q isso https://t.co/lWwT3SIsFO",baboquarto2
2018-08-07 02:10:58+00:00,1026651887364448256,,,0,0,1,@IsabellaCadilhe bebedi ❤️,baboquarto2
2018-08-07 02:06:35+00:00,1026650783788486659,,,0,1,0,@IsabellaCadilhe jogando wii*,baboquarto2
2018-08-07 02:06:25+00:00,1026650741371482113,,,0,0,5,tem dias q a gnt fica assim https://t.co/2Z6nxUyCwi,baboquarto2
2018-07-29 19:50:40+00:00,1023657078294867968,,,0,0,1,@eduardondc @peeedropm HAHAHAHAHAHAHAHA,baboquarto2
2018-07-29 17:53:03+00:00,1023627476222791680,,,0,0,0,"@peeedropm kkkkk pode crer, girino",baboquarto2
2018-07-28 14:18:01+00:00,1023210976911544325,,,0,1,0,@peeedropm spotify,baboquarto2
2018-07-28 02:11:28+00:00,1023028131702210560,,,0,0,1,"partiu boateee hj, fodeu",baboquarto2
2018-07-28 02:11:05+00:00,1023028034595635200,,,0,0,0,que resenha,baboquarto2
2018-07-04 00:43:33+00:00,1014308698288779264,,,0,0,1,ô povinho,baboquarto2
2018-06-30 18:31:33+00:00,1013127919852507137,,,0,0,0,@IKEE_ @AmericanAir 😂😂😂😂😂😂😂😂😂,baboquarto2
2018-06-20 16:15:39+00:00,1009469841382805506,,,0,1,1,@IKEE_ 2h 40min Dallas to Las Vegas... who's ready for fun?!?!,baboquarto2
2018-06-17 06:29:40+00:00,1008235207391051776,,,0,1,4,mano: que absurdo https://t.co/cM53Ipm6Ew,baboquarto2
2018-06-15 02:56:17+00:00,1007456733537718272,,,0,0,0,@peeedropm foda-se #pubg,baboquarto2
2018-06-15 02:55:48+00:00,1007456613110870016,,,0,1,0,meu cachorro é um otimo cupido😂😂😂😂,baboquarto2
2018-06-11 12:14:55+00:00,1006147766882619392,,,0,0,0,ansiedadeeeee,baboquarto2
2018-06-11 12:09:42+00:00,1006146452463214592,,,0,0,4,ihhhh https://t.co/5nnRxXFljm,baboquarto2
2018-06-11 12:09:19+00:00,1006146359181922304,,,0,0,0,@vitorrada q lindo vitorrada,baboquarto2
2018-06-10 01:04:18+00:00,1005616612479823872,,,0,1,2,"Deus sabe o q faz, amem. ps: SE BEBER NAO CASE HAHAHAH",baboquarto2
2018-06-07 01:03:29+00:00,1004529242414243840,,,0,1,2,@weslley_muk @iNegreiross HAHAHAHAHAHHAHAHAHAHAHAHAHAHAHAHHA,baboquarto2
2018-06-07 00:55:34+00:00,1004527251172577280,,,0,1,1,@iNegreiross tu eh picaaaaa,baboquarto2
2018-06-02 23:53:12+00:00,1003062003601170432,,,0,0,0,@Italorsss hahahahaha sdds copao de whisky c gelo de coco,baboquarto2
2018-05-30 13:30:53+00:00,1001818227729752065,,,0,1,0,@IsabellaCadilhe 🤣🤣🤣🤣🤣,baboquarto2
2018-05-27 07:21:44+00:00,1000638166641135616,,,0,0,0,Listen to OLHA NOS MEUS OLHOS (( PROD.LUANLIMA )) SONNY by DJ LUAN LIMA OFICIAL #np on #SoundCloud https://t.co/2GrZjueJsx,baboquarto2
2018-05-26 22:19:29+00:00,1000501703672827905,,,0,1,0,@yagomoriello bazingaoooo,baboquarto2
2018-05-23 22:47:05+00:00,999421486111842305,,,0,0,1,@eduardondc HAHAHAHAHA,baboquarto2
2018-05-23 16:43:53+00:00,999330085055488000,,,0,0,1,@JoaotatooR @americvno falou tudo,baboquarto2
2018-05-20 15:14:46+00:00,998220494578036737,,,0,0,0,@queloliiveira kkkkkkkkkkkkkkkkkkkkkkk,baboquarto2
2018-05-10 03:26:07+00:00,994418278268203008,,,0,0,0,https://t.co/9GXBH4rqAu https://t.co/xk7CyGJ9X3,baboquarto2
2018-05-05 20:45:46+00:00,992867974901129216,,,0,0,3,"churrasco em familia, nada melhor",baboquarto2
2018-05-01 12:06:36+00:00,991287769195597825,,,0,0,2,pray for sao paulo 🙏🏼,baboquarto2
2018-04-30 22:23:36+00:00,991080656770879488,,,0,0,0,🤪,baboquarto2
