Datetime,Tweet Id,Coordinates,Place,Tweet Retweet Count,Tweet Reply Count,Tweet LikeCount,Text,Username
2020-05-29 17:47:13+00:00,1266425880081043458,,,0,0,0,@OhNoSheTwitnt I wonder if he knows how to turn the caps-lock button off on his computer...,LisetteMoniqueD
2020-05-29 17:40:52+00:00,1266424282621652993,,,0,0,2,2 WEEKS from today I will officially be moving back to the DFW area!! 😍😍,LisetteMoniqueD
2020-05-27 18:38:31+00:00,1265714014077825025,,,0,0,0,"And lots not forget the years of Television, Films, Commercial, and Voice Over work I’ve had the privilege on doing!! 😍

Plus being a Ghost-Writer! 👻📝",LisetteMoniqueD
2020-05-27 15:31:31+00:00,1265666954297311234,,,0,0,0,"So, yeah... Definitely NOT my first job...! 😅😂😂",LisetteMoniqueD
2020-05-27 15:31:15+00:00,1265666888157315074,,,0,0,0,Along with SeaWorld I was at Majestic Theatre 🎭 for six months before all the COVID craziness~! 🦠 So sad I couldn’t watch more shows...! 😭,LisetteMoniqueD
2020-05-27 15:28:54+00:00,1265666296986972163,,,0,0,0,"Adored the experience of scaring Guests at Howl-O-Scream (one of my favorite things at Universal’s HHN! 🎃) before getting to Twinkle~💖 with my girl, Abby-Cadabby in the Sesame Street Parade!",LisetteMoniqueD
2020-05-27 15:27:19+00:00,1265665897970237440,,,0,0,0,"And because theme parks are just in my blood by this point, I was quickly hired into SeaWorld Entertainment! 🐳🖤",LisetteMoniqueD
2020-05-27 15:26:29+00:00,1265665687734947841,,,0,0,0,"Lasted another 6months and realized the California Commercial &amp; Television scene was not me me~ 😒😒

Returned to San Antonio, TX and was glad to be home. 🏠",LisetteMoniqueD
2020-05-27 15:25:18+00:00,1265665388509044737,,,0,0,0,"Left parades after only 5months to act in California 📺 🎞, but also got to keep the magic alive by joining Attractions &amp; Parades at DisneyLAND~! 🐭🖤❤️",LisetteMoniqueD
2020-05-27 15:23:16+00:00,1265664878557245443,,,0,0,0,After 1yr with Hogsmeade I got the chance to move over to Universal Studio’s SuperStar⭐️Parade! It was such a great opportunity to finally be apart of Theme Park Entertainment!! 💜💜,LisetteMoniqueD
2020-05-27 15:22:00+00:00,1265664560893169664,,,0,0,0,Along with Disney I worked @ Universal Studios Orlando at Flight Of The Hippogriff! 🖤✨ The Wizarding World of Harry Potter was my ultimate nerd-dreams come true~!,LisetteMoniqueD
2020-05-27 15:19:44+00:00,1265663990094606337,,,0,0,0,"People forget I worked at Walmart for month, too!

Quit from Subway the summer before I moved to Florida even though I needed money. Thank gawd I was only on the Custodial Staff for a short while... People are crazy...! 🧼🧹",LisetteMoniqueD
