Datetime,Tweet Id,Coordinates,Place,Tweet Retweet Count,Tweet Reply Count,Tweet LikeCount,Text,Username
2022-07-30 23:02:49+00:00,1553516492234317826,"Coordinates(longitude=-97.538285, latitude=32.569477)","Place(fullName='Fort Worth, TX', name='Fort Worth', type='city', country='United States', countryCode='US')",0,7,33,"Still thinking about the guy at KSU last year that had cooked an entire bear his son shot &amp; brought it over to my tailgate to try &amp; ""intimidate"" lol. It was tasty but not as much as the Baylor win lol. What's your favorite enemy mascot to cook up? Frog legs &amp; Bevo are easy ones.",T_REX1991
2022-07-30 23:01:26+00:00,1553516144476184577,"Coordinates(longitude=-97.538285, latitude=32.569477)","Place(fullName='Fort Worth, TX', name='Fort Worth', type='city', country='United States', countryCode='US')",0,0,4,@UncleDansBbq @Baylor I love BBQ bear lol,T_REX1991
2022-07-30 21:40:14+00:00,1553495711072849920,"Coordinates(longitude=-97.538285, latitude=32.569477)","Place(fullName='Fort Worth, TX', name='Fort Worth', type='city', country='United States', countryCode='US')",0,0,1,@UncleDansBbq Boom,T_REX1991
2022-07-30 21:32:53+00:00,1553493859790983168,"Coordinates(longitude=-97.538285, latitude=32.569477)","Place(fullName='Fort Worth, TX', name='Fort Worth', type='city', country='United States', countryCode='US')",0,1,1,@UncleDansBbq MOTHER OF GOD IT IS HAPPENING!!!!!,T_REX1991
2022-07-30 21:32:32+00:00,1553493772734025728,"Coordinates(longitude=-97.538285, latitude=32.569477)","Place(fullName='Fort Worth, TX', name='Fort Worth', type='city', country='United States', countryCode='US')",0,0,1,@ahsicem365 @BaylorMBB @DavidKaye9 Blessed is thy Lord,T_REX1991
2022-07-30 21:31:44+00:00,1553493568928481280,"Coordinates(longitude=-97.538285, latitude=32.569477)","Place(fullName='Fort Worth, TX', name='Fort Worth', type='city', country='United States', countryCode='US')",0,0,0,@UnimportantVery Lol,T_REX1991
2022-07-30 20:58:25+00:00,1553485186955939842,"Coordinates(longitude=-97.538285, latitude=32.569477)","Place(fullName='Fort Worth, TX', name='Fort Worth', type='city', country='United States', countryCode='US')",0,0,14,Businesses with a Baylor flag displayed automatically get preference when im in town. Them da rules. #SicEm,T_REX1991
2022-07-30 20:30:46+00:00,1553478227489873922,"Coordinates(longitude=-97.538285, latitude=32.569477)","Place(fullName='Fort Worth, TX', name='Fort Worth', type='city', country='United States', countryCode='US')",0,0,0,@Er_balm23 @pastor_scotty @winfreaky12 @adammccoyjones Need a place called OSO PIZZA,T_REX1991
2022-07-30 20:15:47+00:00,1553474455753691136,"Coordinates(longitude=-97.538285, latitude=32.569477)","Place(fullName='Fort Worth, TX', name='Fort Worth', type='city', country='United States', countryCode='US')",0,0,1,@Aggie_Mark @dctf I've seen the poster but it didn't have the peach bowl Champs icon,T_REX1991
2022-07-30 20:10:19+00:00,1553473080701460481,"Coordinates(longitude=-97.538285, latitude=32.569477)","Place(fullName='Fort Worth, TX', name='Fort Worth', type='city', country='United States', countryCode='US')",0,2,1,@Aggie_Mark I need that poster!,T_REX1991
2022-07-30 19:56:54+00:00,1553469705121370113,"Coordinates(longitude=-97.538285, latitude=32.569477)","Place(fullName='Fort Worth, TX', name='Fort Worth', type='city', country='United States', countryCode='US')",0,1,0,@Aggie_Mark Haha. I miss the cut off tear away jerseys!,T_REX1991
2022-07-30 19:54:46+00:00,1553469168065945600,"Coordinates(longitude=-97.538285, latitude=32.569477)","Place(fullName='Fort Worth, TX', name='Fort Worth', type='city', country='United States', countryCode='US')",0,1,1,@Aggie_Mark And sometimes white tube socks that had green and gold at the tops! My dad had a bunch of pairs he wore for years lol,T_REX1991
2022-07-30 19:52:00+00:00,1553468471018668037,"Coordinates(longitude=-97.538285, latitude=32.569477)","Place(fullName='Fort Worth, TX', name='Fort Worth', type='city', country='United States', countryCode='US')",0,0,0,@PaytonDove @rhwhaite @BE_SicEm365 @fuentbu1 @PiggityHog Yall fast out there but just can't spell,T_REX1991
2022-07-30 19:51:02+00:00,1553468230743859200,"Coordinates(longitude=-97.538285, latitude=32.569477)","Place(fullName='Fort Worth, TX', name='Fort Worth', type='city', country='United States', countryCode='US')",0,1,0,@Aggie_Mark Their eras had a BU instead of bear claw tho,T_REX1991
